gene,go
MSTRG.6774.3.p1,GO:0005977
MSTRG.6775.1.p1,GO:0006383
MSTRG.6776.11.p1,GO:0008017
MSTRG.6776.11.p1,GO:0046600
MSTRG.6782.1.p1,GO:0005506
MSTRG.6782.1.p1,GO:0005515
MSTRG.6782.1.p1,GO:0016705
MSTRG.6782.1.p1,GO:0031418
MSTRG.6782.1.p1,GO:0032963
MSTRG.6783.1.p1,GO:0046983
MSTRG.679.1.p1,GO:0003723
MSTRG.679.1.p1,GO:0003743
MSTRG.679.1.p1,GO:0006413
MSTRG.6796.2.p1,GO:0070006
MSTRG.6797.1.p1,GO:0032981
MSTRG.6798.1.p1,GO:0008278
MSTRG.6798.1.p1,GO:0005515
MSTRG.6798.1.p1,GO:0007062
MSTRG.6799.1.p1,GO:0005524
MSTRG.6799.1.p1,GO:0016887
MSTRG.6799.1.p1,GO:0051082
MSTRG.6799.1.p1,GO:0140662
MSTRG.6799.1.p1,GO:0006457
MSTRG.680.1.p1,GO:0005515
MSTRG.6800.1.p1,GO:0000055
MSTRG.6800.1.p1,GO:0042273
MSTRG.6801.1.p1,GO:0003700
MSTRG.6801.1.p1,GO:0006355
MSTRG.6806.2.p1,GO:0004843
MSTRG.6806.2.p1,GO:0016579
MSTRG.6808.1.p1,GO:0051723
MSTRG.6808.1.p1,GO:0006482
MSTRG.6809.20.p1,GO:0005261
MSTRG.681.1.p1,GO:0022625
MSTRG.681.1.p1,GO:0003735
MSTRG.681.1.p1,GO:0000463
MSTRG.6810.1.p1,GO:0005515
MSTRG.6811.1.p1,GO:0005515
MSTRG.6814.1.p1,GO:0005515
MSTRG.6818.1.p1,GO:0005515
MSTRG.682.3.p1,GO:0051015
MSTRG.682.3.p1,GO:0005856
MSTRG.682.3.p1,GO:0005925
MSTRG.682.3.p1,GO:0001726
MSTRG.682.3.p1,GO:0007155
MSTRG.682.3.p1,GO:0005200
MSTRG.682.3.p1,GO:0030276
MSTRG.682.3.p1,GO:0006897
MSTRG.6821.1.p1,GO:0016020
MSTRG.6821.1.p1,GO:0004970
MSTRG.6822.1.p1,GO:0006811
MSTRG.6822.1.p1,GO:0016020
MSTRG.6822.1.p1,GO:0004970
MSTRG.6823.1.p1,GO:0006811
MSTRG.6823.1.p1,GO:0016020
MSTRG.6823.1.p1,GO:0004970
MSTRG.6829.2.p1,GO:0003968
MSTRG.6829.2.p1,GO:0004482
MSTRG.6829.2.p1,GO:0005524
MSTRG.6829.2.p1,GO:0006370
MSTRG.6832.1.p1,GO:0005634
MSTRG.6832.1.p1,GO:0003700
MSTRG.6832.1.p1,GO:0006355
MSTRG.6837.1.p1,GO:0004803
MSTRG.6837.1.p1,GO:0006313
MSTRG.6838.1.p1,GO:0016491
MSTRG.684.2.p1,GO:0016020
MSTRG.684.2.p1,GO:0005537
MSTRG.684.2.p1,GO:0006888
MSTRG.6840.1.p1,GO:0005737
MSTRG.6840.1.p1,GO:0003677
MSTRG.6840.1.p1,GO:0003700
MSTRG.6840.1.p1,GO:0005515
MSTRG.6840.1.p1,GO:0006355
MSTRG.6841.1.p1,GO:0016616
MSTRG.6841.1.p1,GO:0070403
MSTRG.6841.1.p1,GO:0006631
MSTRG.6844.1.p1,GO:0005634
MSTRG.6844.1.p1,GO:0003723
MSTRG.6844.1.p1,GO:0006396
MSTRG.6844.1.p1,GO:1990904
MSTRG.6848.31.p1,GO:0005085
MSTRG.6848.31.p1,GO:0005509
MSTRG.6848.31.p1,GO:0005515
MSTRG.685.1.p1,GO:0005794
MSTRG.685.1.p1,GO:0016020
MSTRG.685.1.p1,GO:0005484
MSTRG.685.1.p1,GO:0006886
MSTRG.685.1.p1,GO:0016192
MSTRG.6850.1.p1,GO:0016021
MSTRG.6850.1.p1,GO:0022857
MSTRG.6850.1.p1,GO:0055085
MSTRG.6851.1.p1,GO:0006508
MSTRG.6851.1.p1,GO:0004222
MSTRG.6852.1.p1,GO:0003676
MSTRG.6852.1.p1,GO:0005524
MSTRG.6852.1.p1,GO:0004813
MSTRG.6852.1.p1,GO:0005737
MSTRG.6852.1.p1,GO:0006419
MSTRG.6853.1.p1,GO:0005524
MSTRG.6853.1.p1,GO:0004813
MSTRG.6853.1.p1,GO:0006419
MSTRG.6854.3.p1,GO:0005525
MSTRG.6854.3.p1,GO:0006470
MSTRG.6854.3.p1,GO:0008138
MSTRG.6855.1.p1,GO:0005515
MSTRG.6856.1.p1,GO:0005524
MSTRG.6856.1.p1,GO:0016887
MSTRG.6856.1.p1,GO:0051082
MSTRG.6856.1.p1,GO:0140662
MSTRG.6856.1.p1,GO:0006457
MSTRG.6857.1.p1,GO:0003697
MSTRG.6857.1.p1,GO:0006260
MSTRG.6858.2.p1,GO:0000122
MSTRG.6858.2.p1,GO:0003700
MSTRG.6858.2.p1,GO:0045596
MSTRG.6858.2.p1,GO:0043565
MSTRG.6858.2.p1,GO:0001709
MSTRG.686.10.p1,GO:0006869
MSTRG.686.10.p1,GO:0005548
MSTRG.686.10.p1,GO:0008289
MSTRG.6861.1.p1,GO:0005515
MSTRG.6862.1.p1,GO:0005515
MSTRG.6864.1.p1,GO:0005739
MSTRG.6864.1.p1,GO:0050684
MSTRG.6866.1.p1,GO:0005515
MSTRG.6867.1.p1,GO:0046872
MSTRG.6867.1.p1,GO:0017183
MSTRG.6868.1.p1,GO:0003723
MSTRG.6868.1.p1,GO:0016491
MSTRG.6868.1.p1,GO:0009897
MSTRG.6868.1.p1,GO:0007624
MSTRG.6870.1.p1,GO:0008290
MSTRG.6870.1.p1,GO:0051016
MSTRG.6872.10.p1,GO:0016491
MSTRG.6873.1.p1,GO:0055085
MSTRG.6874.1.p1,GO:0016639
MSTRG.6874.1.p1,GO:0006520
MSTRG.6875.14.p1,GO:0032777
MSTRG.6875.14.p1,GO:0006357
MSTRG.6876.1.p1,GO:0005515
MSTRG.6877.10.p1,GO:0046872
MSTRG.6877.10.p1,GO:0006508
MSTRG.6879.1.p1,GO:0051287
MSTRG.688.2.p1,GO:0003677
MSTRG.6880.1.p1,GO:0003697
MSTRG.6880.1.p1,GO:0003723
MSTRG.6880.1.p1,GO:0043565
MSTRG.6880.1.p1,GO:0016070
MSTRG.6882.1.p1,GO:0016021
MSTRG.6882.1.p1,GO:0022857
MSTRG.6882.1.p1,GO:0055085
MSTRG.6884.1.p1,GO:0000808
MSTRG.6884.1.p1,GO:0005634
MSTRG.6884.1.p1,GO:0003677
MSTRG.6884.1.p1,GO:0005524
MSTRG.6884.1.p1,GO:0016887
MSTRG.6884.1.p1,GO:0006260
MSTRG.6885.1.p1,GO:0016020
MSTRG.6885.1.p1,GO:0008519
MSTRG.6885.1.p1,GO:0072488
MSTRG.6886.1.p1,GO:0005840
MSTRG.6886.1.p1,GO:0003735
MSTRG.6886.1.p1,GO:0006412
MSTRG.689.1.p1,GO:0016887
MSTRG.689.1.p1,GO:0006281
MSTRG.689.1.p1,GO:0140664
MSTRG.689.1.p1,GO:0000723
MSTRG.689.1.p1,GO:0030870
MSTRG.6890.4.p1,GO:0016020
MSTRG.6890.4.p1,GO:0005247
MSTRG.6890.4.p1,GO:0006821
MSTRG.6890.4.p1,GO:0055085
MSTRG.6891.1.p1,GO:0016491
MSTRG.6892.2.p1,GO:0016702
MSTRG.6893.1.p1,GO:0016021
MSTRG.6893.1.p1,GO:0022857
MSTRG.6893.1.p1,GO:0055085
MSTRG.6894.1.p1,GO:0031625
MSTRG.6894.1.p1,GO:0006511
MSTRG.6895.2.p1,GO:0003677
MSTRG.6896.1.p1,GO:0050953
MSTRG.6897.1.p1,GO:0008270
MSTRG.6897.1.p1,GO:0030544
MSTRG.6898.2.p1,GO:0016779
MSTRG.6899.1.p1,GO:0016020
MSTRG.69.1.p1,GO:0003677
MSTRG.690.3.p1,GO:0004672
MSTRG.690.3.p1,GO:0005524
MSTRG.690.3.p1,GO:0006468
MSTRG.6900.1.p1,GO:0005730
MSTRG.6900.1.p1,GO:0003723
MSTRG.6901.1.p1,GO:0000030
MSTRG.6902.1.p1,GO:0005524
MSTRG.6902.1.p1,GO:0016887
MSTRG.6903.1.p1,GO:0003743
MSTRG.6903.1.p1,GO:0005515
MSTRG.6903.1.p1,GO:0005852
MSTRG.6904.1.p1,GO:0003924
MSTRG.6904.1.p1,GO:0005525
MSTRG.6909.16.p1,GO:0005515
MSTRG.6910.1.p1,GO:0045296
MSTRG.6910.1.p1,GO:0051015
MSTRG.6910.1.p1,GO:0007155
MSTRG.6910.1.p1,GO:0007266
MSTRG.6911.2.p1,GO:0016459
MSTRG.6911.2.p1,GO:0003774
MSTRG.6911.2.p1,GO:0004672
MSTRG.6911.2.p1,GO:0005515
MSTRG.6911.2.p1,GO:0005524
MSTRG.6911.2.p1,GO:0006468
MSTRG.6913.1.p1,GO:0004497
MSTRG.6913.1.p1,GO:0005506
MSTRG.6913.1.p1,GO:0016705
MSTRG.6913.1.p1,GO:0020037
MSTRG.6914.1.p1,GO:0004497
MSTRG.6914.1.p1,GO:0005506
MSTRG.6914.1.p1,GO:0016705
MSTRG.6914.1.p1,GO:0020037
MSTRG.6915.1.p1,GO:0004497
MSTRG.6915.1.p1,GO:0005506
MSTRG.6915.1.p1,GO:0016705
MSTRG.6915.1.p1,GO:0020037
MSTRG.6917.1.p1,GO:0004497
MSTRG.6917.1.p1,GO:0005506
MSTRG.6917.1.p1,GO:0016705
MSTRG.6917.1.p1,GO:0020037
MSTRG.6918.1.p1,GO:0005085
MSTRG.6919.1.p1,GO:0046872
MSTRG.692.2.p1,GO:0032580
MSTRG.692.2.p1,GO:0008376
MSTRG.6921.1.p1,GO:0006644
MSTRG.6922.10.p1,GO:0031931
MSTRG.6922.10.p1,GO:0005515
MSTRG.6922.10.p1,GO:0031929
MSTRG.6925.2.p1,GO:0016020
MSTRG.6925.2.p1,GO:0022857
MSTRG.6925.2.p1,GO:0055085
MSTRG.6926.4.p1,GO:0005524
MSTRG.6926.4.p1,GO:0004703
MSTRG.6926.4.p1,GO:0007165
MSTRG.6926.4.p1,GO:0006468
MSTRG.6927.1.p1,GO:0016020
MSTRG.6927.1.p1,GO:0005044
MSTRG.6927.1.p1,GO:0005507
MSTRG.6927.1.p1,GO:0016641
MSTRG.6928.1.p1,GO:0022857
MSTRG.6928.1.p1,GO:0055085
MSTRG.6929.3.p1,GO:0005515
MSTRG.6929.3.p1,GO:0007165
MSTRG.6929.3.p1,GO:0004114
MSTRG.693.1.p1,GO:0032783
MSTRG.693.1.p1,GO:0006355
MSTRG.6933.1.p1,GO:0004722
MSTRG.6933.1.p1,GO:0006470
MSTRG.6934.1.p1,GO:0003676
MSTRG.6934.1.p1,GO:0003724
MSTRG.6934.1.p1,GO:0005524
MSTRG.6934.1.p1,GO:0008270
MSTRG.6934.1.p1,GO:0000398
MSTRG.6935.1.p1,GO:0003986
MSTRG.6935.1.p1,GO:0008775
MSTRG.6935.1.p1,GO:0006083
MSTRG.6935.1.p1,GO:0019679
MSTRG.6936.1.p1,GO:0033180
MSTRG.6936.1.p1,GO:0005524
MSTRG.6936.1.p1,GO:0046961
MSTRG.6936.1.p1,GO:0046034
MSTRG.6936.1.p1,GO:1902600
MSTRG.6937.1.p1,GO:0005524
MSTRG.6937.1.p1,GO:0140658
MSTRG.6938.2.p1,GO:0003723
MSTRG.6938.2.p1,GO:0046872
MSTRG.6938.2.p1,GO:0045892
MSTRG.6941.2.p1,GO:0005509
MSTRG.6941.2.p1,GO:0016020
MSTRG.6941.2.p1,GO:0007156
MSTRG.6943.1.p1,GO:0005576
MSTRG.6943.1.p1,GO:0008061
MSTRG.6944.1.p1,GO:0005515
MSTRG.6945.1.p1,GO:0007186
MSTRG.6945.1.p1,GO:0016021
MSTRG.6945.1.p1,GO:0005886
MSTRG.6945.1.p1,GO:0004995
MSTRG.6946.1.p1,GO:0042586
MSTRG.6947.1.p1,GO:0004497
MSTRG.6947.1.p1,GO:0005506
MSTRG.6947.1.p1,GO:0016705
MSTRG.6947.1.p1,GO:0020037
MSTRG.6949.1.p1,GO:0016491
MSTRG.6950.3.p1,GO:0003723
MSTRG.6950.3.p1,GO:0004809
MSTRG.6950.3.p1,GO:0008033
MSTRG.6952.1.p1,GO:0005840
MSTRG.6952.1.p1,GO:0003735
MSTRG.6952.1.p1,GO:0006412
MSTRG.6953.11.p1,GO:0016192
MSTRG.6956.3.p1,GO:0004515
MSTRG.6956.3.p1,GO:0000309
MSTRG.6956.3.p1,GO:0009435
MSTRG.6958.1.p1,GO:0005524
MSTRG.6958.1.p1,GO:0055085
MSTRG.6958.1.p1,GO:0043190
MSTRG.6960.1.p1,GO:0005975
MSTRG.6960.1.p1,GO:0004614
MSTRG.6962.1.p1,GO:0015016
MSTRG.6962.1.p1,GO:0016787
MSTRG.6967.1.p1,GO:0031390
MSTRG.6967.1.p1,GO:0007064
MSTRG.6969.1.p1,GO:0008168
MSTRG.6969.1.p1,GO:0001510
MSTRG.6969.1.p1,GO:0009452
MSTRG.6971.1.p1,GO:0003700
MSTRG.6971.1.p1,GO:0008270
MSTRG.6971.1.p1,GO:0043565
MSTRG.6971.1.p1,GO:0006355
MSTRG.6972.2.p1,GO:0003700
MSTRG.6972.2.p1,GO:0008270
MSTRG.6972.2.p1,GO:0043565
MSTRG.6972.2.p1,GO:0006355
MSTRG.6974.1.p1,GO:0003700
MSTRG.6974.1.p1,GO:0008270
MSTRG.6974.1.p1,GO:0043565
MSTRG.6974.1.p1,GO:0006355
MSTRG.6976.1.p1,GO:0006606
MSTRG.6977.1.p1,GO:0005515
MSTRG.6978.1.p1,GO:0004497
MSTRG.6978.1.p1,GO:0005506
MSTRG.6978.1.p1,GO:0016705
MSTRG.6978.1.p1,GO:0020037
MSTRG.6980.11.p1,GO:0005634
MSTRG.6980.11.p1,GO:0005737
MSTRG.6980.11.p1,GO:0005085
MSTRG.6980.11.p1,GO:0005096
MSTRG.6980.11.p1,GO:0043547
MSTRG.6980.11.p1,GO:2000431
MSTRG.6983.1.p1,GO:0034066
MSTRG.6983.1.p1,GO:0005515
MSTRG.6983.1.p1,GO:0006886
MSTRG.6985.1.p1,GO:0016773
MSTRG.6985.1.p1,GO:0005975
MSTRG.6989.1.p1,GO:0005515
MSTRG.6989.1.p1,GO:0000398
MSTRG.6991.1.p1,GO:0000166
MSTRG.6991.1.p1,GO:0003677
MSTRG.6991.1.p1,GO:0003887
MSTRG.6991.1.p1,GO:0016035
MSTRG.6991.1.p1,GO:0019985
MSTRG.6994.1.p1,GO:0055085
MSTRG.6994.1.p1,GO:0006829
MSTRG.6994.1.p1,GO:0006882
MSTRG.6994.1.p1,GO:0005385
MSTRG.6994.1.p1,GO:0016021
MSTRG.6997.1.p1,GO:0016020
MSTRG.6997.1.p1,GO:0022857
MSTRG.6997.1.p1,GO:0055085
MSTRG.700.1.p1,GO:0003676
MSTRG.7003.1.p1,GO:0003723
MSTRG.7004.2.p1,GO:0007186
MSTRG.7004.2.p1,GO:0016021
MSTRG.7004.2.p1,GO:0004983
MSTRG.7010.3.p1,GO:0004803
MSTRG.7010.3.p1,GO:0006313
MSTRG.7013.1.p1,GO:0005515
MSTRG.7013.1.p1,GO:0016573
MSTRG.7013.1.p1,GO:0016301
MSTRG.7013.1.p1,GO:0000123
MSTRG.7014.1.p1,GO:0016592
MSTRG.7016.1.p1,GO:0005515
MSTRG.7019.1.p1,GO:0003723
MSTRG.7019.1.p1,GO:0006355
MSTRG.7020.2.p1,GO:0003951
MSTRG.7021.1.p1,GO:0005515
MSTRG.7023.12.p1,GO:0005524
MSTRG.7023.12.p1,GO:0055085
MSTRG.7023.12.p1,GO:0140359
MSTRG.7023.12.p1,GO:0016021
MSTRG.703.1.p1,GO:0008270
MSTRG.703.1.p1,GO:0006508
MSTRG.703.1.p1,GO:0004222
MSTRG.7037.14.p1,GO:0005515
MSTRG.7038.1.p1,GO:0015020
MSTRG.7038.1.p1,GO:0006486
MSTRG.7039.1.p1,GO:0003824
MSTRG.7039.1.p1,GO:0006596
MSTRG.704.1.p1,GO:0055085
MSTRG.7040.1.p1,GO:0008270
MSTRG.7042.3.p1,GO:0005634
MSTRG.7042.3.p1,GO:0003713
MSTRG.7043.1.p1,GO:0003723
MSTRG.7044.1.p1,GO:0005515
MSTRG.7046.1.p1,GO:0005515
MSTRG.7047.2.p1,GO:0016020
MSTRG.7047.2.p1,GO:0016192
MSTRG.705.1.p1,GO:0016616
MSTRG.705.1.p1,GO:0051287
MSTRG.7050.1.p1,GO:0005515
MSTRG.7051.1.p1,GO:0005515
MSTRG.7052.1.p1,GO:0003676
MSTRG.7052.1.p1,GO:0003724
MSTRG.7052.1.p1,GO:0005524
MSTRG.7054.5.p1,GO:0005509
MSTRG.7054.5.p1,GO:0005515
MSTRG.7055.1.p1,GO:0005524
MSTRG.7055.1.p1,GO:0006750
MSTRG.7055.1.p1,GO:0004363
MSTRG.7056.1.p1,GO:0016020
MSTRG.7056.1.p1,GO:0004970
MSTRG.7057.3.p1,GO:0005576
MSTRG.7057.3.p1,GO:0005179
MSTRG.7058.1.p1,GO:0005515
MSTRG.7059.2.p1,GO:0005524
MSTRG.7059.2.p1,GO:0016887
MSTRG.706.3.p1,GO:0004089
MSTRG.706.3.p1,GO:0008270
MSTRG.7061.2.p1,GO:0004252
MSTRG.7061.2.p1,GO:0006508
MSTRG.7063.1.p1,GO:0004252
MSTRG.7063.1.p1,GO:0006508
MSTRG.7070.2.p1,GO:0005515
MSTRG.708.13.p1,GO:0005856
MSTRG.708.13.p1,GO:0005509
MSTRG.708.13.p1,GO:0045104
MSTRG.708.13.p1,GO:0008017
MSTRG.7080.2.p1,GO:0005515
MSTRG.7080.2.p1,GO:0006888
MSTRG.7081.1.p1,GO:0032039
MSTRG.7081.1.p1,GO:0016180
MSTRG.7083.2.p1,GO:0003677
MSTRG.7085.1.p1,GO:0003676
MSTRG.7085.1.p1,GO:0003724
MSTRG.7085.1.p1,GO:0005524
MSTRG.7086.1.p1,GO:0003677
MSTRG.7091.7.p1,GO:0016020
MSTRG.7091.7.p1,GO:0003676
MSTRG.7092.1.p1,GO:0008237
MSTRG.7092.1.p1,GO:0008270
MSTRG.7092.1.p1,GO:0006508
MSTRG.7098.1.p1,GO:0003677
MSTRG.7099.1.p1,GO:0004803
MSTRG.7099.1.p1,GO:0006313
MSTRG.710.4.p1,GO:0005814
MSTRG.710.4.p1,GO:0007005
MSTRG.710.4.p1,GO:0007268
MSTRG.710.4.p1,GO:0060271
MSTRG.7101.26.p1,GO:0005515
MSTRG.7101.26.p1,GO:0007040
MSTRG.7102.3.p1,GO:0005515
MSTRG.7103.1.p1,GO:0016409
MSTRG.7109.1.p1,GO:0016192
MSTRG.7109.1.p1,GO:0031201
MSTRG.7109.1.p1,GO:0006886
MSTRG.711.1.p1,GO:0016021
MSTRG.7110.2.p1,GO:0016887
MSTRG.7110.2.p1,GO:0000287
MSTRG.7110.2.p1,GO:0005524
MSTRG.7110.2.p1,GO:0005802
MSTRG.7110.2.p1,GO:0140326
MSTRG.7110.2.p1,GO:0016021
MSTRG.7110.2.p1,GO:0015914
MSTRG.7111.1.p1,GO:0005524
MSTRG.7111.1.p1,GO:0005737
MSTRG.7111.1.p1,GO:0004826
MSTRG.7111.1.p1,GO:0006432
MSTRG.7111.1.p1,GO:0000049
MSTRG.7112.1.p1,GO:0005216
MSTRG.7112.1.p1,GO:0006811
MSTRG.7112.1.p1,GO:0055085
MSTRG.7112.1.p1,GO:0016021
MSTRG.7114.1.p1,GO:0008234
MSTRG.7114.1.p1,GO:0006508
MSTRG.7116.2.p1,GO:0005634
MSTRG.7116.2.p1,GO:0008270
MSTRG.7118.7.p1,GO:0005515
MSTRG.7118.7.p1,GO:0006749
MSTRG.7120.1.p1,GO:0005515
MSTRG.7120.1.p1,GO:0006749
MSTRG.7121.1.p1,GO:0005515
MSTRG.7121.1.p1,GO:0006749
MSTRG.7122.1.p1,GO:0007186
MSTRG.7122.1.p1,GO:0016021
MSTRG.7122.1.p1,GO:0001607
MSTRG.7123.1.p1,GO:0008237
MSTRG.7123.1.p1,GO:0008270
MSTRG.7123.1.p1,GO:0006508
MSTRG.7124.1.p1,GO:0016717
MSTRG.7124.1.p1,GO:0006629
MSTRG.7125.1.p1,GO:0016717
MSTRG.7125.1.p1,GO:0006629
MSTRG.7127.10.p1,GO:0016717
MSTRG.7127.10.p1,GO:0006629
MSTRG.7129.3.p1,GO:0005515
MSTRG.713.1.p1,GO:0003924
MSTRG.713.1.p1,GO:0005525
MSTRG.713.1.p1,GO:0007249
MSTRG.7133.1.p1,GO:0005515
MSTRG.7136.3.p1,GO:0005515
MSTRG.7136.3.p1,GO:0007281
MSTRG.714.1.p1,GO:0008237
MSTRG.714.1.p1,GO:0008270
MSTRG.714.1.p1,GO:0006508
MSTRG.7146.1.p1,GO:0003676
MSTRG.7146.1.p1,GO:0015074
MSTRG.715.2.p1,GO:0008237
MSTRG.715.2.p1,GO:0008270
MSTRG.715.2.p1,GO:0006508
MSTRG.7153.10.p1,GO:0046983
MSTRG.7157.1.p1,GO:0006357
MSTRG.7158.2.p1,GO:0003723
MSTRG.7158.2.p1,GO:0004842
MSTRG.7158.2.p1,GO:0008270
MSTRG.7158.2.p1,GO:0043130
MSTRG.716.1.p1,GO:0008237
MSTRG.716.1.p1,GO:0008270
MSTRG.716.1.p1,GO:0006508
MSTRG.7162.3.p1,GO:0043130
MSTRG.7165.1.p1,GO:0003676
MSTRG.7165.1.p1,GO:0015074
MSTRG.7166.1.p1,GO:0004803
MSTRG.7166.1.p1,GO:0006313
MSTRG.717.1.p1,GO:0005884
MSTRG.717.1.p1,GO:0008017
MSTRG.717.1.p1,GO:0045010
MSTRG.7170.1.p1,GO:0003678
MSTRG.7170.1.p1,GO:0000723
MSTRG.7170.1.p1,GO:0006281
MSTRG.7177.1.p1,GO:0005747
MSTRG.7177.1.p1,GO:0006120
MSTRG.7178.1.p1,GO:0005515
MSTRG.7179.1.p1,GO:0005634
MSTRG.7179.1.p1,GO:0003677
MSTRG.7179.1.p1,GO:0005515
MSTRG.7179.1.p1,GO:0008270
MSTRG.7179.1.p1,GO:0018024
MSTRG.7179.1.p1,GO:0034968
MSTRG.718.1.p1,GO:0005515
MSTRG.7180.1.p1,GO:0005515
MSTRG.7181.1.p1,GO:0016021
MSTRG.7182.1.p1,GO:0004601
MSTRG.7182.1.p1,GO:0020037
MSTRG.7182.1.p1,GO:0006979
MSTRG.7184.10.p1,GO:0005515
MSTRG.7184.10.p1,GO:0007165
MSTRG.7186.1.p1,GO:0035091
MSTRG.7186.1.p1,GO:0043130
MSTRG.7186.1.p1,GO:0046872
MSTRG.7187.1.p1,GO:0008237
MSTRG.7187.1.p1,GO:0008270
MSTRG.7187.1.p1,GO:0006508
MSTRG.7189.1.p1,GO:0005576
MSTRG.7189.1.p1,GO:0008061
MSTRG.7190.1.p1,GO:0008272
MSTRG.7190.1.p1,GO:0008271
MSTRG.7190.1.p1,GO:0055085
MSTRG.7190.1.p1,GO:0016021
MSTRG.7191.4.p1,GO:0008272
MSTRG.7191.4.p1,GO:0008271
MSTRG.7191.4.p1,GO:0055085
MSTRG.7191.4.p1,GO:0016021
MSTRG.7192.4.p1,GO:0022604
MSTRG.7192.4.p1,GO:0003779
MSTRG.7192.4.p1,GO:0031267
MSTRG.7192.4.p1,GO:0030036
MSTRG.7194.1.p1,GO:0000151
MSTRG.7194.1.p1,GO:0035518
MSTRG.7197.1.p1,GO:0003896
MSTRG.7197.1.p1,GO:0006269
MSTRG.7198.1.p1,GO:0003700
MSTRG.7198.1.p1,GO:0006355
MSTRG.7199.5.p1,GO:0004725
MSTRG.7199.5.p1,GO:0006470
MSTRG.7201.1.p1,GO:0046983
MSTRG.7202.1.p1,GO:0005515
MSTRG.7204.9.p1,GO:0005096
MSTRG.7204.9.p1,GO:0051056
MSTRG.7209.3.p1,GO:0006428
MSTRG.7209.3.p1,GO:0005524
MSTRG.7209.3.p1,GO:0004822
MSTRG.7209.3.p1,GO:0002161
MSTRG.7209.3.p1,GO:0000049
MSTRG.721.1.p1,GO:0089701
MSTRG.721.1.p1,GO:0003723
MSTRG.721.1.p1,GO:0046872
MSTRG.721.1.p1,GO:0000398
MSTRG.7210.1.p1,GO:0006428
MSTRG.7210.1.p1,GO:0005524
MSTRG.7210.1.p1,GO:0004822
MSTRG.7210.1.p1,GO:0002161
MSTRG.7210.1.p1,GO:0000049
MSTRG.7212.2.p1,GO:0008083
MSTRG.7213.1.p1,GO:0008083
MSTRG.7215.3.p1,GO:0016020
MSTRG.7219.1.p1,GO:0005634
MSTRG.7219.1.p1,GO:0005737
MSTRG.7219.1.p1,GO:0004861
MSTRG.7219.1.p1,GO:0017069
MSTRG.7219.1.p1,GO:0000122
MSTRG.7220.1.p1,GO:0005634
MSTRG.7220.1.p1,GO:0003676
MSTRG.7220.1.p1,GO:0005515
MSTRG.7221.1.p1,GO:0003924
MSTRG.7221.1.p1,GO:0005525
MSTRG.7222.2.p1,GO:0003723
MSTRG.7222.2.p1,GO:0005515
MSTRG.7224.1.p1,GO:0005634
MSTRG.7224.1.p1,GO:0005096
MSTRG.7224.1.p1,GO:0043547
MSTRG.7224.1.p1,GO:0051056
MSTRG.7225.3.p1,GO:0003700
MSTRG.7225.3.p1,GO:0045892
MSTRG.7225.3.p1,GO:0000976
MSTRG.7229.1.p1,GO:0016491
MSTRG.723.1.p1,GO:0005515
MSTRG.7232.1.p1,GO:0003743
MSTRG.7232.1.p1,GO:0003924
MSTRG.7232.1.p1,GO:0005525
MSTRG.7232.1.p1,GO:0006413
MSTRG.7234.1.p1,GO:0005840
MSTRG.7234.1.p1,GO:0003735
MSTRG.7234.1.p1,GO:0006412
MSTRG.7235.1.p1,GO:0004672
MSTRG.7235.1.p1,GO:0005524
MSTRG.7235.1.p1,GO:0006468
MSTRG.7236.1.p1,GO:0004843
MSTRG.7236.1.p1,GO:0006281
MSTRG.7236.1.p1,GO:0140492
MSTRG.7236.1.p1,GO:0005515
MSTRG.7236.1.p1,GO:0070552
MSTRG.7236.1.p1,GO:0070531
MSTRG.7236.1.p1,GO:0070536
MSTRG.7239.1.p1,GO:0016788
MSTRG.7239.1.p1,GO:0006629
MSTRG.724.1.p1,GO:0003755
MSTRG.724.1.p1,GO:0005515
MSTRG.724.1.p1,GO:0034587
MSTRG.7240.1.p1,GO:0008233
MSTRG.7241.1.p1,GO:0016020
MSTRG.7241.1.p1,GO:0016651
MSTRG.7241.1.p1,GO:0051539
MSTRG.7245.11.p1,GO:0016409
MSTRG.7246.1.p1,GO:0016409
MSTRG.7248.1.p1,GO:0004930
MSTRG.7248.1.p1,GO:0016021
MSTRG.7248.1.p1,GO:0007166
MSTRG.7249.1.p1,GO:0003676
MSTRG.7253.1.p1,GO:0006508
MSTRG.7253.1.p1,GO:0004252
MSTRG.7254.1.p1,GO:0004535
MSTRG.7254.1.p1,GO:0005634
MSTRG.7254.1.p1,GO:0003723
MSTRG.7254.1.p1,GO:0046872
MSTRG.7254.1.p1,GO:0005737
MSTRG.7254.1.p1,GO:0006402
MSTRG.7256.2.p1,GO:0003676
MSTRG.7256.2.p1,GO:0004386
MSTRG.7256.2.p1,GO:0005524
MSTRG.7257.1.p1,GO:0019825
MSTRG.7257.1.p1,GO:0020037
MSTRG.7257.1.p1,GO:0015671
MSTRG.7260.3.p1,GO:0005634
MSTRG.727.8.p1,GO:0033192
MSTRG.727.8.p1,GO:0097720
MSTRG.7276.1.p1,GO:0004559
MSTRG.7276.1.p1,GO:0006013
MSTRG.7276.1.p1,GO:0030246
MSTRG.7277.1.p1,GO:0003678
MSTRG.7277.1.p1,GO:0000723
MSTRG.7277.1.p1,GO:0006281
MSTRG.7278.1.p1,GO:0003678
MSTRG.7278.1.p1,GO:0000723
